,name,lat1,lat2,lon1,lon2,Number_of_shop,ratingMean,Number_of_rating_Mean,Number_of_busStop,Number_of_Mtr,Number_of_competitor,district,predicted_sales,has_shop,rent,disposal,cost_per_grid
20,002-006,22.2128642,22.2369664,113.99882166666669,114.0305866,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
21,002-007,22.2128642,22.2369664,114.0305866,114.06235153333334,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
22,002-008,22.2128642,22.2369664,114.06235153333334,114.09411646666666,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
23,002-009,22.2128642,22.2369664,114.09411646666666,114.1258814,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
24,002-010,22.2128642,22.2369664,114.1258814,114.15764633333332,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
25,002-011,22.2128642,22.2369664,114.15764633333332,114.18941126666668,0,,,1,0,0,,0.2427446564418438,0,0.019419572515347504,0.0,0.019419572515347504
26,002-012,22.2128642,22.2369664,114.18941126666668,114.2211762,1,4.1,63.0,52,0,0,,12.622722134975877,1,1.0098177707980702,12.611537753638338,13.621355524436408
27,002-013,22.2128642,22.2369664,114.2211762,114.25294113333334,1,4.1,57.0,16,0,0,,3.8839145030695006,1,0.31071316024556006,12.611537753638338,12.922250913883898
28,002-014,22.2128642,22.2369664,114.25294113333334,114.28470606666669,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
29,002-015,22.2128642,22.2369664,114.28470606666669,114.316471,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
30,003-001,22.2369664,22.2610686,113.839997,113.87176193333332,0,,,6,0,0,,1.4564679386510626,0,0.11651743509208501,0.0,0.11651743509208501
31,003-002,22.2369664,22.2610686,113.87176193333332,113.90352686666668,0,,,23,0,0,,5.583127098162407,0,0.4466501678529926,0.0,0.4466501678529926
32,003-003,22.2369664,22.2610686,113.90352686666668,113.9352918,0,,,1,0,0,,0.2427446564418438,0,0.019419572515347504,0.0,0.019419572515347504
33,003-004,22.2369664,22.2610686,113.9352918,113.96705673333334,0,,,9,0,0,,2.184701907976594,0,0.1747761526381275,0.0,0.1747761526381275
34,003-005,22.2369664,22.2610686,113.96705673333334,113.99882166666669,0,,,20,0,1,,4.857754512871762,0,0.38862036102974096,0.0,0.38862036102974096
35,003-006,22.2369664,22.2610686,113.99882166666669,114.0305866,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
36,003-007,22.2369664,22.2610686,114.0305866,114.06235153333334,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
37,003-008,22.2369664,22.2610686,114.06235153333334,114.09411646666666,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
38,003-009,22.2369664,22.2610686,114.09411646666666,114.1258814,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
